Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Jordan,JOR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,90.50849,,,,,,,,,,,,,,,,,,,,,,,,99.13259,,98.97539,,98.94934,,,98.76235,99.14868,99.10572,,,,,
Kazakhstan,KAZ,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.75948048,,10.26692009,10.22780037,13.26733971,11.94462013,13.64710999,13.04090023,,,,,,11.88720036,,
Kazakhstan,KAZ,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.63812E+12,6.15315E+12,5.48412E+12,4.72952E+12,4.43756E+12,4.54127E+12,4.38023E+12,4.21545E+12,4.93245E+12,5.08054E+12,5.26452E+12,5.66543E+12,6.52107E+12,7.59059E+12,8.88753E+12,9.97396E+12,1.1245E+13,9.80307E+12,1.14102E+13,1.33034E+13,1.40628E+13,1.49382E+13,1.57329E+13,1.42424E+13,,
Kazakhstan,KAZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.52938,,,,,,,,,,99.51266,,,,,,,,,,99.73241,99.78163,,,,,,,
Kazakhstan,KAZ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.72572,,,,,,,,,,99.84513,,,,,,,,,,99.83451,99.89736,,,,,,,
Kenya,KEN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,16.21096039,17.26215935,14.42051029,15.43511009,17.52399063,,19.31546974,16.95524979,,18.49591064,15.8273201,13.75730038,14.83568001,,,,,24.04598045,23.3970108,22.39570999,25.62821007,24.98008919,26.66814995,27.46933937,25.08139992,,,,20.55599022,19.25283051,19.9239006,19.13569069,17.08102989,16.46878052,,
Kenya,KEN,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,3.38345E+11,3.17217E+11,3.39846E+11,3.67438E+11,3.86896E+11,3.92831E+11,4.5038E+11,4.64726E+11,4.99882E+11,5.36656E+11,5.20404E+11,6.23766E+11,7.45747E+11,7.7824E+11,7.88495E+11,7.8599E+11,8.21016E+11,9.4038E+11,9.73862E+11,1.03846E+12,1.10508E+12,1.13332E+12,1.1138E+12,1.12108E+12,1.14775E+12,1.18052E+12,1.27341E+12,1.3616E+12,1.45394E+12,1.50935E+12,1.5349E+12,1.57997E+12,1.5715E+12,1.58135E+12,1.66049E+12,1.73834E+12,1.78572E+12,1.84147E+12,1.92598E+12,1.96006E+12,1.94116E+12,2.06509E+12,2.06647E+12,2.09022E+12,2.1927E+12,2.33087E+12,2.5247E+12,2.66981E+12,2.69611E+12,2.86369E+12,3.06783E+12,3.21484E+12,3.42804E+12,3.61435E+12,3.78151E+12,4.02109E+12,4.24581E+12,
Kenya,KEN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.22908,,,,,,,72.15703,,,,,,,78.73304,,,
Kenya,KEN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.52818,,,,,,,82.39047,,,,,,,86.52563,,,
Kiribati,KIR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.50751019,15.26541996,11.51613998,,,,,,,,,,,,,,,,
Kiribati,KIR,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99819,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99964,,,,,,,,,
"Korea, Rep.",KOR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,2.74808E+13,2.93676E+13,3.05172E+13,3.34441E+13,3.65547E+13,3.93127E+13,4.4135E+13,4.82967E+13,5.48753E+13,6.30156E+13,6.94204E+13,7.68291E+13,8.29517E+13,9.62058E+13,1.03647E+14,1.11261E+14,1.2854E+14,1.45775E+14,1.62544E+14,1.75597E+14,1.70173E+14,1.81705E+14,1.97211E+14,2.24545E+14,2.48964E+14,2.67118E+14,3.04579E+14,3.47253E+14,3.91162E+14,4.186E+14,4.55588E+14,5.04098E+14,5.37837E+14,5.77673E+14,6.35992E+14,7.00536E+14,7.47321E+14,7.859E+14,7.37601E+14,8.1498E+14,8.66136E+14,8.94745E+14,9.69274E+14,9.97199E+14,1.04E+15,1.07E+15,1.10E+15,1.16E+15,1.16E+15,1.19E+15,1.27E+15,1.28E+15,1.31E+15,1.36E+15,1.41E+15,1.52E+15,1.59E+15,
"Korea, Rep.",KOR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,XKX,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,XKX,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3506355105,3762413817,3885019254,4060587700,4246724112,4422475310,4474150200,4636846387,4712417601,4896604308,5125430991,
Kosovo,XKX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,XKX,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.397489548,,,,11.32546043,13.09107018,,,,18.01417923,15.25835991,,14.95361042,13.85410976,13.37001038,,,,,,,,,,,
Kuwait,KWT,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33079100000,40917137457,45752156912,44915778425,41090477319,29943033040,28840126844,
Kuwait,KWT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,59.56439,,,,,67.51766,,,,,74.49087,,,,,,,,,,78.3955,,,,,,,,,,93.27446,93.28212,93.66419,93.8983,,94.46901,,95.51317,95.58582,,95.68545,,
Kuwait,KWT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,72.22216,,,,,78.97544,,,,,87.45606,,,,,,,,,,92.04306,,,,,,,,,,99.73336,98.51217,98.44723,98.64335,,98.89911,,98.78226,99.15375,,99.25909,,
Kyrgyz Republic,KGZ,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.76004982,,13.69270039,11.38731956,11.61130047,13.72138977,15.14647007,15.93953037,16.24381065,16.46191978,18.4347496,20.32406998,20.17296028,18.13310051,15.68476009,18.17270088,18.19558907,17.77300072,16.11177063,,,
Kyrgyz Republic,KGZ,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27071783643,23030920648,18379811961,16145100000,16185673500,17694940276,17523789521,19262491100,20628724282,21796622078,21557376811,23251342088,24853231892,24734211632,25698658109,28170876209,30165817173,30899108273,30559891156,32671981810,32624437393,35549397243,37186153853,38777244507,40507856562,
Kyrgyz Republic,KGZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.70161,,,,,,,,,,99.24343,,,,,,,,
Kyrgyz Republic,KGZ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.69563,,,,,,,,,,99.75185,,,,,,,,
Lao PDR,LAO,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.266129971,9.117380142,16.20454979,,16.24382973,13.73157978,17.48047066,17.35745049,13.96300983,8.174079895,7.275949955,8.014670372,8.58465004,12.80755043,12.18988037,,,
Lao PDR,LAO,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73266E+13,3.13415E+13,3.41408E+13,3.66135E+13,4.042E+13,4.46356E+13,5.2458E+13,5.47669E+13,5.8836E+13,6.28376E+13,6.92696E+13,7.60868E+13,8.16099E+13,8.67654E+13,9.53598E+13,9.86222E+13,1.13791E+14,
Lao PDR,LAO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.25133,,,,,69.58312,68.73439,,,,72.70226,,,,,,58.28794,,,,,,
Lao PDR,LAO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.13363,,,,,80.59856,78.45799,,,,83.93106,,,,,,72.05623,,,,,,
Latvia,LVA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66432953,14.09593964,14.60147953,15.87751961,16.37018013,15.37675953,14.50181007,,13.91162968,14.06704998,14.76309967,13.02513981,11.80902958,12.74602985,17.7017498,18.70656967,13.96455002,,,
Latvia,LVA,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9694002450,9906947406,10477374181,11354607883,11797404026,12176439202,13023651677,13821577651,15104201809,16506239196,18186325572,20308768050,22759870149,21787314677,18664397772,17937881000,19409673061,19871005086,20452552438,20687905899,21360494175,22189255317,
Latvia,LVA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4523,,,,,,,,,,,99.74657,,,,,,,,,,,99.8959,,,,,,
Latvia,LVA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.78441,,,,,,,,,,,99.75026,,,,,,,,,,,99.83543,,,,,,
Lebanon,LBN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.80824995,10.44340038,5.916369915,8.106699944,,,,,7.421249866,7.056300163,,7.931230068,8.421310425,7.693190098,7.341040134,5.86977005,5.502999783,5.534289837,5.733809948,7.109159946,8.575519562,,,,
Lebanon,LBN,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85256E+13,3.02866E+13,3.17946E+13,3.08626E+13,3.23208E+13,3.22463E+13,3.24168E+13,3.38065E+13,3.5181E+13,3.59491E+13,4.08242E+13,4.08383E+13,4.09713E+13,4.40743E+13,4.74925E+13,5.41583E+13,5.79176E+13,5.73239E+13,5.96841E+13,6.10211E+13,6.29663E+13,6.56453E+13,6.68345E+13,
Lebanon,LBN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.61244,,91.18419,,,,,,,,
Lebanon,LBN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.71479,,99.24335,,,,,,,,
Lesotho,LSO,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,29.41077042,20.82331085,22.92170906,,,15.29199028,15.38955975,,,,23.02207947,18.58789063,20.50745964,,26.44453049,,23.55234909,19.20038033,23.84892082,24.36375999,32.10572815,27.64990044,32.40491867,28.23381042,,24.69754982,,,,,,,,,
Lesotho,LSO,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,1781651432,1814876314,2093131436,2315319458,2506360024,2560350453,2549962986,2828217130,2817834851,2861444656,2923738900,3073252533,3067031226,3876875400,4302561661,3721145843,4132314675,5033510267,5955537533,6127921606,5959773926,6001179560,,,,,,,,,,,,,,,,,,,,,,,,,,17393090332,18807289229,18178423535,19500068020,21725955672,21990388800,22797166040,24740109229,26414202121,26752901701,
Lesotho,LSO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.25443,,,,,,,,,75.8002,,,,,76.6352,,,
Lesotho,LSO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9269,,,,,,,,,83.19441,,,,,86.6322,,,
Liberia,LBR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.278419971,,,,8.101759911,,,,,
Liberia,LBR,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529064600,533652427.5,628365741.4,437316285.4,219386534.6,296795957.4,387939789.8,412298392.7,433051535.9,447314484.8,491173285.7,546184953.1,627794363.5,683355813.6,669963020.7,709015614.6,697725541.2,
Liberia,LBR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,32.10677,,,,,,,,,,,,,,,,,,,,,,,42.94108,,,,,,,,,,
Liberia,LBR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,47.63379,,,,,,,,,,,,,,,,,,,,,,,49.07411,,,,,,,,,,
Libya,LBY,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.138730049,,,,,,,,,,,,,,,,,,
Libya,LBY,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33620000000,40871248287,51281009304,51512899447,59977574228,67480357991,55188434463,62289584277,23797456915,,,,,,
Libya,LBY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,60.16439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,89.3379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.27873993,21.93460083,20.65736008,18.32267952,16.7170105,16.61293983,,,16.67028046,17.46509933,15.93097973,15.5721302,14.57956028,14.28964996,13.32594013,13.0529604,12.77760983,12.85881996,12.33635044,13.53596973,13.28802013,,,,
Lithuania,LTU,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13612865042,14468305088,15764194545,16797926885,16986886365,17876795221,18935561651,20167123506,22301653346,24667050489,26737471513,28291751617,31578068944,33051428988,27556555094,28027659500,29542896421,30462946753,31443616694,32790187749,34231029752,35729347097,
Lithuania,LTU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.44127,,,,,,,,,,,,99.64575,,,,,,,,,,99.8156,,,,,,
Lithuania,LTU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.67376,,,,,,,,,,,,99.70167,,,,,,,,,,99.8558,,,,,,
Luxembourg,LUX,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.68914032,,,,,9.302109718,,,,,,,,,,,9.292699814,,9.629249573,,,
Luxembourg,LUX,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,6891745429,6914589487,6876256571,7047820013,7611535238,7540580252,7589059964,7669515901,8083957595,9158581736,10000305609,9634832322,10335207772,11744313345,12673941635,10714485460,11184658627,10771397681,11296008777,11541680540,11630495842,11529383917,11799316347,11966280704,12450041362,12889402924,14116974482,14555533732,15934086582,17551734280,18240790002,19581341629,19748393278,21052647021,22045664306,22324364664,23278780538,23630681607,24285327663,27201667791,28587881496,29097491412,30478889273,31434375124,32331563977,33147076217,35934379317,38174286031,38447773696,37887448397,40177812000,41589866135,41421555139,42961984830,45514521093,46365819137,47286734191,
Luxembourg,LUX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",MAC,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.828530312,12.48313046,11.70368004,10.77219009,10.47488976,9.546620369,12.9701004,12.16699982,12.31346989,15.41310024,17.33551025,21.24386978,16.4289093,13.39206982,,,
"Macao SAR, China",MAC,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,31648528814,35042871193,37830076039,39131763653,42498870522,48903899805,53936655562,56887751858,63156739409,67983220084,81447911456,87276735674,90718810307,95620206025,94460794159,93609248645,88535647996,87231204480,89767251745,92314331832,1.00604E+11,1.1287E+11,1.41349E+11,1.55285E+11,1.79176E+11,2.06767E+11,2.14309E+11,2.22875E+11,2.75373E+11,3.33797E+11,3.71875E+11,4.32749E+11,4.50087E+11,3.62213E+11,3.59419E+11,
"Macao SAR, China",MAC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,90.37818,,,,,,,,,,,,,,,,,,,,91.29537,,,,,93.49975,,,,,95.64004,,,,,96.53849,
"Macao SAR, China",MAC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,94.70312,,,,,,,,,,,,,,,,,,,,99.63354,,,,,99.64424,,,,,99.6729,,,,,99.79874,
"Macedonia, FYR",MKD,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.640879631,,,,,,,,,,,,,,,
"Macedonia, FYR",MKD,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95782E+11,2.84212E+11,2.62504E+11,2.40971E+11,2.39277E+11,2.42475E+11,2.44928E+11,2.4719E+11,2.54841E+11,2.68293E+11,2.7445E+11,2.69824E+11,2.7093E+11,2.79039E+11,2.91345E+11,3.08447E+11,3.22748E+11,3.49241E+11,3.6523E+11,3.60615E+11,3.74044E+11,3.77563E+11,3.77339E+11,3.88504E+11,4.05888E+11,4.23028E+11,4.31568E+11,
"Macedonia, FYR",MKD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.05875,,,,,,,,96.12893,,,,,,,,,,,,,,,
"Macedonia, FYR",MKD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.86117,,,,,,,,98.7427,,,,,,,,,,,,,,,
Madagascar,MDG,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,14.89931011,16.53528976,16.78964043,18.32389069,16.62018013,,,,,,,,12.31729984,,,,10.64441013,9.382769585,15.5387001,15.89050961,17.68247032,17.93675995,15.76313972,12.96076965,18.03303909,15.32419014,18.04454994,16.25814056,22.58583069,,19.77969933,20.32579994,13.98937988,,,,
Madagascar,MDG,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,2.61687E+11,2.65294E+11,2.71647E+11,2.71073E+11,2.81748E+11,2.75198E+11,2.8948E+11,3.0405E+11,3.27047E+11,3.40975E+11,3.71081E+11,3.75354E+11,3.70324E+11,3.57762E+11,3.53381E+11,3.50667E+11,3.43886E+11,3.51111E+11,3.34567E+11,3.57568E+11,3.57293E+11,3.24785E+11,3.23883E+11,3.30564E+11,3.39008E+11,3.38059E+11,3.51962E+11,3.48611E+11,3.60486E+11,3.60303E+11,3.79028E+11,3.49625E+11,3.5315E+11,3.60416E+11,3.61894E+11,3.68755E+11,3.77855E+11,3.94968E+11,4.17111E+11,4.32436E+11,4.58319E+11,4.97192E+11,4.38027E+11,4.94165E+11,5.15815E+11,5.20391E+11,5.40816E+11,5.57703E+11,6.08577E+11,5.78282E+11,5.97348E+11,6.10723E+11,6.36398E+11,6.32652E+11,6.52021E+11,6.87207E+11,7.16204E+11,
Madagascar,MDG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.68617,,,,,,,,,64.48091,,,71.57262,,,,,
Madagascar,MDG,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.23622,,,,,,,,,64.94025,,,76.82916,,,,,
Malawi,MWI,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.55257034,,,,,,,12.51795959,15.09788036,,20.42420006,16.33403015,21.55158043,,
Malawi,MWI,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.32153E+11,6.63901E+11,6.94648E+11,7.14578E+11,7.66813E+11,8.29501E+11,8.87587E+11,9.67193E+11,1.04734E+12,1.09851E+12,1.11157E+12,1.14634E+12,1.19956E+12,1.21493E+12,1.21143E+12,
Malawi,MWI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.53665,,,,,,,,,,,64.13425,,,,,,,,,,,,61.30972,,,,65.14537,62.14354,,
Malawi,MWI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.01769,,,,,,,,,,,76.0075,,,,,,,,,,,,72.13956,,,,76.08191,72.93561,,
Malaysia,MYS,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.57966042,15.93597984,18.41204071,18.02728081,21.27754021,18.98456955,,21.18855095,21.39068031,24.34852028,25.90360069,24.54244041,21.01292038,,16.74556923,16.12466049,14.03864002,18.46463013,18.40623093,20.97702026,19.92865944,19.45430946,19.7043705,19.72425079,,
